Title,Review,Town,Region,Type,Polarity
Nunca más.,"Buena ubicación, en comparación con la playa, los bares y otras cosas, pero no me gustó el hotel. La primera habitación que nos dieron era horrible, mosca por todas partes, luces colgantes en el techo, asqueroso. La señora del registro no me gustó quién quería cambiar de habitación .. .. .. .. .. .. nos trasladaron a una habitación más bella al lado del vestíbulo, que era mucho mejor. La comida en el restaurante estaba bien, no disfrutar de mis flautas envueltas en igroll. Las bebidas estaban bien, pero no volvería.",Isla_Mujeres,QuintanaRoo,Hotel,1
No respetaron mi reserva de fin de año.,"Reservé un mes antes para el final del año, la cena y el alojamiento. Un día, reservé tres entradas para la cena cuando reservé dos y no había alojamiento. Sr. Enrique es muy grosero y arrogante. No hay comunicación entre el personal. Angel es un mal tipo para hacer su trabajo de reserva. Tuve que llamar unas cinco veces. Y lo peor, cuando llegué el 31 de diciembre, la habitación que se me dio no era la que pedí, pedí dos camas, y no había más... el ""manager"" me ofreció una cocina de verdad.",Tequisquiapan,Queretaro,Hotel,1
Pesimo es un poco más fuerte que el Pesimo.,"Es una lástima que un lugar tan hermoso tenga un mal servicio, además de ser caro, no se me permitió pasar con una cámara con la que ya había pasado dos veces antes, por desgracia, hay cenotas mucho mejores definitivamente para los locales y los extranjeros.",Tulum,QuintanaRoo,Attractive,1
"No, no es necesario.","Para empezar, primero elegimos una mesa donde nos habríamos sentado para el desayuno, el lugar estaba vacío pero no se puede sentar en los asientos reservados con ""vista"" porque usted debe consumir por lo menos 800 pesos y estos lugares son para más de dos personas, así que si usted no los consume...Más",Bacalar,QuintanaRoo,Restaurant,1
Deterioro y mal atendido,"El hotel es grande pero viejo, no importa lo que lo hace hermoso pero es muy descuidado. En la habitación no hay contactos, las pantallas son muy pequeñas, la piscina el agua helada. Lo único que vale la pena es la vista. Demasiado caro para lo que ofrece.",Taxco,Guerrero,Hotel,1
Un excelente servicio al cliente.,"Tienen una muy mala clientela, incluso si tienen una buena temporada. Si usted les ha notificado un error de facturación, pero no se preocupe, usted no ha ofrecido una solución sólo una disculpa.",Metepec,Estado_de_Mexico,Restaurant,1
"El rummy vitero, que no te molesta, es un poco más fuerte.","Mi marido y yo fuimos al jardín de Rumi para cenar el día de la Madre. Pedí carne Szechuan y mi marido pidió shrimp Kung Pao. Nos encanta estos platos, y pedimos las versiones "" calientes"" de ambos, y una botella de vino tinto. Cuando el vino fue entregado a nuestra mesa, vimos que era un vino que había comprado antes a Sam's Club en La Paz por 64 millones de dólares / 5 dólares EE.UU.!! Sin embargo, el precio del menú del jardín de Rumi era de 300 millones de dólares / 25 dólares EE.UU.!!!.",TodosSantos,Baja_CaliforniaSur,Restaurant,1
El famoso México,"Nos encanta viajar por muchas partes de México, especialmente por las ciudades de playa y las zonas rurales. Tulum es un agujero. Es asqueroso. Una verdadera presa en las calles, totalmente a nosotros por un dólar, lo que NO es mi experiencia en todo este país. Todas las tiendas y restaurantes tienen el mismo aspecto. ... de mal humor, oscuro, caro y sin valor. NO HONA FANS. Nuestros niños han viajado a algunos lugares locos, nada tan decepcionante como Tulum. Es asqueroso. Es peligroso Una pérdida.",Tulum,QuintanaRoo,Attractive,1
El servicio más difícil y los propietarios deshonestos.,"Fui a ese restaurante porque me lo recomendaron y fue una gran decepción. Tardaron mucho tiempo en servir, pero cuando finalmente lo hicieron, la copa que pedí era fría. Le pedí a calentarla y tuvo que esperar 20 minutos.",Parras,Coahuila,Restaurant,1
Es un mal servicio.,"Para empezar, comía para mis hijas y para mi pollo castrado y el pollo con paja, sin comida, luego comía pollo tostado, me dijeron que sólo podía dar pollo tostado con paja pura, y guardaba pollo tostado.",Zacatlan,Puebla,Restaurant,1
Seguridad,Los problemas de este hotel ya no son simplemente una cuestión de alojamiento estándar. la protección y la seguridad son ahora problemas concretos y usted no debe perderlos. Se ha ido de vacaciones a Isla Mujeres desde los años 80 y ha alojado en María del Mar en varias ocasiones. El personal del hotel nunca ha sido amable y servicial; las habitaciones siempre son ligeramente aceptables en el mejor de los casos.,Isla_Mujeres,QuintanaRoo,Hotel,1
Tratar mal el lugar.,"Primero una reserva, luego una cancelación, luego una llegada al lugar y no fui respetado por el precio. El maltrato en la recepción, el antiguo lugar. y por el precio a pagar para conseguir un mejor servicio y me sorprendió porque siempre había oído que la gente era cálida en la isla de las mujeres. Creo que es el caso pero no llego al lugar correcto. Me quedé hasta la hotelería y las cabañas más bellas y cómodas, creo que deberían ser más sinceros sobre lo que ponen en su portal.",Isla_Mujeres,QuintanaRoo,Hotel,1
No hay comida servida.,Venga a la tapalpe los fines de semana y venga a este restaurante porque Trip lo recomienda Desafortunadamente no se sirve comida sola café ¿Cómo?? Si y como restaurante,Tapalpa,Jalisco,Restaurant,1
Limpia tu propia habitación...,"El servicio era absolutamente horrible, ya que el personal del hotel parecía mucho más interesado en vender tiempo compartido que en satisfacer a sus clientes. Nuestras habitaciones se limpiaban tarde en la noche (en un momento dado, después de que nuestros hijos se hubieran acostado). La playa frente al hotel era muy agradable. Sin embargo, la playa no vale la pena ser visitada.",Isla_Mujeres,QuintanaRoo,Hotel,1
Detenido como un delincuente.,El servicio al cliente es muy malo en el momento de hacer el check-out. No se me permitirá salir con mi familia (esposa y bebé de 9 meses) para no cancelar 150 dólares adicionales debido a un error de la agencia.,Tulum,QuintanaRoo,Hotel,1
El lago de esta parte es muy bonito.,"El servicio del restaurante es terrible, todo usted quiere pagar y la comida no es buena y muy cara para el lugar.",Bacalar,QuintanaRoo,Attractive,1
Hay mucho espacio.,"No es muy interesante, las piezas son muy repetitivas y el trabajo no es tan bueno, el servicio deja mucho que desear.",San_Cristobal_de_las_Casas,Chiapas,Attractive,1
¡Nuestra peor comida de la isla!,"A mi esposa le encantan los chilaquiles y el año pasado ella tenía su favorito aquí. Sin embargo, este año, este pequeño salón de moda era una decepción total! El servicio era lento - parecía más interesado en su negocio para llevar que para servirnos. Las bebidas... eran buenas. La ensalada Caprese era buena. Los entrantes estaban incómodos - espuma de espuma de vaca encajada, sin gusto. * Mi padrastro, vegetariano, pidió espinacas sin carne, que no podían, así que se conformó con un vegetal aburrido, un borrito.",Isla_Mujeres,QuintanaRoo,Restaurant,1
Vacaciones en San Cristóbal,"El hotel es hermoso, está muy bien situado, está muy cerca del pasillo donde hay bares y restaurantes, el mal es que me reservé una habitación de lujo con vistas a la montaña o la catedral, a mi llegada, me dieron una habitación regular con vistas a una pared, donde la señal wifi es muy mala, hablé en la recepción para pedir ayuda con la señal, me dijeron que tenía que salir al pasillo para poder tomar el wifi, luego bajar a la recepción para quejarme de que la habitación no era lo que había reservado, la persona.",San_Cristobal_de_las_Casas,Chiapas,Hotel,1
El establecimiento en el hotel,"Lo que parecía ser una estancia agradable a la hora de la salida era un sueño.En el primer momento, cuando reservé, él decía que el desayuno estaba incluido y en el restaurante, nos dijeron que no sabían pero que iban a pedir a la administración del hotel, al final, nos dijeron que si sólo el billete de desayuno estaba firmado y listo, les preguntamos si estaban convencidos y nos dijeron que sí, a la hora del check-out, nos dijeron en la recepción que teníamos que desayunar y le explicamos que ya habíamos dicho en el restaurante.",Atlixco,Puebla,Hotel,1
Terrible servicio y comida justa.,"La atención es terrible, si te equivocas en mi orden, es super lenta, no sirve las mesas aunque sean pocas, la comida es super justa y costosa para lo que es. Si no quieres salir mal, no te vayas allí.",Bacalar,QuintanaRoo,Restaurant,1
"Tulum, un mal sueño, es un sueño.","Acabo de llegar ayer de este complejo con mi esposa e hijos. Ha estado en muchos Secretos y ahora Resorts, y me encantó absolutamente. Este lugar no se acerca. La habitación estaba sucia y llena de bestias. Aquí con un bebé y un puño asustado de nada en la habitación. El suelo era mucoso y gordo, y las sábanas de cama, que realmente no pasaba la cama tenía manchas. La última noche, pedimos un servicio de habitación y que ni siquiera podía reducir las redes. Sólo había dos grandes piezas de c",Tulum,QuintanaRoo,Hotel,1
¡Como si... después!!,"La comida es horrible fuera de la comida, la primera vez que recibimos mi ensalada con un gusano y no hicimos nada para repararla, ni siquiera una excusa. La segunda vez que pedimos a un servicio de habitaciones una pizza que tomó mucho tiempo para llegar y cuando la entrega era una pizza sin salsa de tomate, era sólo un plato con queso, la volvimos, por supuesto.",Ixtapan_de_la_Sal,Estado_de_Mexico,Hotel,1
¡Qué habitación de hotel!,"Mi esposo, mi madre y yo fuimos a Bacalar del 10 al 13 de noviembre, nuestro viaje era familiar y habíamos tomado tiempo para elegir un hotel porque los hoteles situados al lado de la laguna no tenían buenos comentarios o no tenían aire acondicionado y otros que son muy caros por lo que ofrecen; después de mucha reflexión y comparación, tomamos la decisión de permanecer en este hotel, nuestras expectativas no eran muy altas, pero por el precio (aproximadamente $ 2800 por noche en un bungalow climatizado), pensamos que no.",Bacalar,QuintanaRoo,Hotel,1
"Estoy lejos de mi experiencia, ella fue decepcionante...","Decepcionados con el hotel Hacienda Don Juan, al principio de mi llegada, (la hora de check-in era a la 1:00, como indicaba mi reserva) que estaba a las 2:50, tuvimos media hora para esperar porque estaban terminando de hacer la habitación.",San_Cristobal_de_las_Casas,Chiapas,Hotel,1
Un hotel incómodo y con el peor servicio.,"El hotel es una pesadilla. Es imposible dormir allí, ya que se oye absolutamente todo lo que sucede en el vestíbulo y en las habitaciones más cercanas a su casa. El servicio al cliente es pesado, el bell boy ni siquiera le ayuda con sus maletas cuando lo necesita. Voy a salir de San Cristóbal a Palenque y preguntar si puedo dejar mis maletas cargadas allí para no llevarlas y simplemente me dijeron NO. Sólo si me quedo una noche más con ellos, ya que ya he pagado 4300 pesos por 3 noches.",San_Cristobal_de_las_Casas,Chiapas,Hotel,1
Las vacaciones de Chiapas están en curso!!!!,"Un hotel donde su personal no tiene ni idea de lo que es el servicio. Ellos no entienden lo que usted pide. La comida es cara y muy mala. La actitud de su personal es generalmente mala. Usted va al spa y usted no puede nadar, usted no tiene límites. El servicio romano no entrega lo que usted pide. No hay vuelta a este hotel.",Palenque,Chiapas,Hotel,1
¡Cuidado con todo!,Es impresionante cómo los lugares buenos por una mala gestión pueden hacer que deje de ir. La atención del anfitrión muy mal. La atención del cliente a la puerta. Y un mal gusto de la boca muy mal.,Metepec,Estado_de_Mexico,Restaurant,1
Cuidado con la sucia y la pequeña cantidad de piezas.,"Este lugar es abandonado y sucio y con muy pocas piezas de la historia de una ciudad tan hermosa, las autoridades manifiestamente no interesadas en renovarlo o repararlo, es una lástima.",Valladolid,Yucatan,Attractive,1
"Gran barman, sábanas y bebidas de moda.","Mi esposo y yo teníamos una copa y fuimos a un restaurante cercano para reservar una comida más tarde esa noche. Una vez que nos hizo esto, teníamos un poco de tiempo para matar, así que pensamos en detener a Ziggy por... un trago.",Tulum,QuintanaRoo,Restaurant,1
¡Soy mexicano y es una vergüenza que estos fraudes existan!,"El personal no era grosero en realidad porque tenía un vecino ruidoso.El personal hace lo que puede, sin embargo, es un fraude pedir 1800 pesos para un hotel en malas condiciones.Pueden encontrar una mejor opción sin duda.Es una mala imagen para mi país que se caracteriza por un excelente servicio,",Bacalar,QuintanaRoo,Hotel,1
